eventID,userID,sessionID,docID,page,sourceText,translatedText,sourceLang,targetLang,translationMode,provider,translatedAt,settingsSnapshot,docName,isUndesired,translationOutputMode
11350,31,51b38baa-585a-4203-8788-aa11ef7590f0,173,1,morning,πρωί,en,el,word,deepl,2026-05-25T06:10:26.722Z,"{""zoom"": 0.84, ""theme"": ""dark"", ""language"": ""en"", ""baseGazeSamples"": 60, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""showBoxes"": false, ""hoverTranslateDebug"": false, ""showGazeCursor"": true, ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": 8, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20, ""sensitivity"": 391, ""currentPdfFile"": ""eye_tracking_validation_simple_2pages.pdf""}",eye_tracking_validation_simple_2pages.pdf,0,on
11351,31,51b38baa-585a-4203-8788-aa11ef7590f0,173,1,"screen,","οθόνη,",en,el,word,deepl,2026-05-25T06:10:30.729Z,"{""zoom"": 0.84, ""theme"": ""dark"", ""language"": ""en"", ""baseGazeSamples"": 60, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""showBoxes"": false, ""hoverTranslateDebug"": false, ""showGazeCursor"": true, ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": 8, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20, ""sensitivity"": 391, ""currentPdfFile"": ""eye_tracking_validation_simple_2pages.pdf""}",eye_tracking_validation_simple_2pages.pdf,0,on
11352,31,51b38baa-585a-4203-8788-aa11ef7590f0,173,1,pace.,ρυθμό.,en,el,word,deepl,2026-05-25T06:10:32.822Z,"{""zoom"": 0.84, ""theme"": ""dark"", ""language"": ""en"", ""baseGazeSamples"": 60, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""showBoxes"": false, ""hoverTranslateDebug"": false, ""showGazeCursor"": true, ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": 8, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20, ""sensitivity"": 391, ""currentPdfFile"": ""eye_tracking_validation_simple_2pages.pdf""}",eye_tracking_validation_simple_2pages.pdf,0,on
11353,31,51b38baa-585a-4203-8788-aa11ef7590f0,173,1,researcher,ερευνητής,en,el,word,deepl,2026-05-25T06:10:33.481Z,"{""zoom"": 0.84, ""theme"": ""dark"", ""language"": ""en"", ""baseGazeSamples"": 60, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""showBoxes"": false, ""hoverTranslateDebug"": false, ""showGazeCursor"": true, ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": 8, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20, ""sensitivity"": 391, ""currentPdfFile"": ""eye_tracking_validation_simple_2pages.pdf""}",eye_tracking_validation_simple_2pages.pdf,0,on
11354,31,51b38baa-585a-4203-8788-aa11ef7590f0,173,1,right.,δεξιά.,en,el,word,deepl,2026-05-25T06:10:33.957Z,"{""zoom"": 0.84, ""theme"": ""dark"", ""language"": ""en"", ""baseGazeSamples"": 60, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""showBoxes"": false, ""hoverTranslateDebug"": false, ""showGazeCursor"": true, ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": 8, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20, ""sensitivity"": 391, ""currentPdfFile"": ""eye_tracking_validation_simple_2pages.pdf""}",eye_tracking_validation_simple_2pages.pdf,0,on
11355,31,51b38baa-585a-4203-8788-aa11ef7590f0,173,1,easier,ευκολότερο,en,el,word,deepl,2026-05-25T06:10:38.357Z,"{""zoom"": 0.84, ""theme"": ""dark"", ""language"": ""en"", ""baseGazeSamples"": 60, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""showBoxes"": false, ""hoverTranslateDebug"": false, ""showGazeCursor"": true, ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": 8, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20, ""sensitivity"": 391, ""currentPdfFile"": ""eye_tracking_validation_simple_2pages.pdf""}",eye_tracking_validation_simple_2pages.pdf,0,on
11356,31,51b38baa-585a-4203-8788-aa11ef7590f0,173,1,neighboring,γειτονικά,en,el,word,deepl,2026-05-25T06:10:40.405Z,"{""zoom"": 0.84, ""theme"": ""dark"", ""language"": ""en"", ""baseGazeSamples"": 60, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""showBoxes"": false, ""hoverTranslateDebug"": false, ""showGazeCursor"": true, ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": 8, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20, ""sensitivity"": 391, ""currentPdfFile"": ""eye_tracking_validation_simple_2pages.pdf""}",eye_tracking_validation_simple_2pages.pdf,0,on
11357,31,51b38baa-585a-4203-8788-aa11ef7590f0,173,1,easier,ευκολότερο,en,el,word,deepl,2026-05-25T06:10:41.631Z,"{""zoom"": 0.84, ""theme"": ""dark"", ""language"": ""en"", ""baseGazeSamples"": 60, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""showBoxes"": false, ""hoverTranslateDebug"": false, ""showGazeCursor"": true, ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": 8, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20, ""sensitivity"": 391, ""currentPdfFile"": ""eye_tracking_validation_simple_2pages.pdf""}",eye_tracking_validation_simple_2pages.pdf,0,on
11358,31,51b38baa-585a-4203-8788-aa11ef7590f0,173,1,see,βλέπε,en,el,word,deepl,2026-05-25T06:10:42.324Z,"{""zoom"": 0.84, ""theme"": ""dark"", ""language"": ""en"", ""baseGazeSamples"": 60, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""showBoxes"": false, ""hoverTranslateDebug"": false, ""showGazeCursor"": true, ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": 8, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20, ""sensitivity"": 391, ""currentPdfFile"": ""eye_tracking_validation_simple_2pages.pdf""}",eye_tracking_validation_simple_2pages.pdf,0,on
11359,31,51b38baa-585a-4203-8788-aa11ef7590f0,173,1,neighboring,γειτονικά,en,el,word,deepl,2026-05-25T06:10:43.170Z,"{""zoom"": 0.84, ""theme"": ""dark"", ""language"": ""en"", ""baseGazeSamples"": 60, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""showBoxes"": false, ""hoverTranslateDebug"": false, ""showGazeCursor"": true, ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": 8, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20, ""sensitivity"": 391, ""currentPdfFile"": ""eye_tracking_validation_simple_2pages.pdf""}",eye_tracking_validation_simple_2pages.pdf,0,on
11360,31,51b38baa-585a-4203-8788-aa11ef7590f0,173,1,easier,ευκολότερο,en,el,word,deepl,2026-05-25T06:10:44.822Z,"{""zoom"": 0.84, ""theme"": ""dark"", ""language"": ""en"", ""baseGazeSamples"": 60, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""showBoxes"": false, ""hoverTranslateDebug"": false, ""showGazeCursor"": true, ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": 8, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20, ""sensitivity"": 391, ""currentPdfFile"": ""eye_tracking_validation_simple_2pages.pdf""}",eye_tracking_validation_simple_2pages.pdf,0,on
11361,31,51b38baa-585a-4203-8788-aa11ef7590f0,173,1,continue,συνέχεια,en,el,word,deepl,2026-05-25T06:10:45.727Z,"{""zoom"": 0.84, ""theme"": ""dark"", ""language"": ""en"", ""baseGazeSamples"": 60, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""showBoxes"": false, ""hoverTranslateDebug"": false, ""showGazeCursor"": true, ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": 8, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20, ""sensitivity"": 391, ""currentPdfFile"": ""eye_tracking_validation_simple_2pages.pdf""}",eye_tracking_validation_simple_2pages.pdf,0,on
11362,31,51b38baa-585a-4203-8788-aa11ef7590f0,173,1,features,χαρακτηριστικά,en,el,word,deepl,2026-05-25T06:10:49.804Z,"{""zoom"": 0.84, ""theme"": ""dark"", ""language"": ""en"", ""baseGazeSamples"": 60, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""showBoxes"": false, ""hoverTranslateDebug"": false, ""showGazeCursor"": true, ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": 8, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20, ""sensitivity"": 391, ""currentPdfFile"": ""eye_tracking_validation_simple_2pages.pdf""}",eye_tracking_validation_simple_2pages.pdf,0,on
11363,31,51b38baa-585a-4203-8788-aa11ef7590f0,173,1,features,χαρακτηριστικά,en,el,word,deepl,2026-05-25T06:10:49.961Z,"{""zoom"": 0.84, ""theme"": ""dark"", ""language"": ""en"", ""baseGazeSamples"": 60, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""showBoxes"": false, ""hoverTranslateDebug"": false, ""showGazeCursor"": true, ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": 8, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20, ""sensitivity"": 391, ""currentPdfFile"": ""eye_tracking_validation_simple_2pages.pdf""}",eye_tracking_validation_simple_2pages.pdf,0,on
11364,31,51b38baa-585a-4203-8788-aa11ef7590f0,173,1,across,σε όλες,en,el,word,deepl,2026-05-25T06:10:50.008Z,"{""zoom"": 0.84, ""theme"": ""dark"", ""language"": ""en"", ""baseGazeSamples"": 60, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""showBoxes"": false, ""hoverTranslateDebug"": false, ""showGazeCursor"": true, ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": 8, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20, ""sensitivity"": 391, ""currentPdfFile"": ""eye_tracking_validation_simple_2pages.pdf""}",eye_tracking_validation_simple_2pages.pdf,0,on
11365,31,51b38baa-585a-4203-8788-aa11ef7590f0,173,1,current,ρεύμα,en,el,word,deepl,2026-05-25T06:10:50.058Z,"{""zoom"": 0.84, ""theme"": ""dark"", ""language"": ""en"", ""baseGazeSamples"": 60, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""showBoxes"": false, ""hoverTranslateDebug"": false, ""showGazeCursor"": true, ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": 8, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20, ""sensitivity"": 391, ""currentPdfFile"": ""eye_tracking_validation_simple_2pages.pdf""}",eye_tracking_validation_simple_2pages.pdf,0,on
11366,31,51b38baa-585a-4203-8788-aa11ef7590f0,173,1,current,ρεύμα,en,el,word,deepl,2026-05-25T06:10:50.064Z,"{""zoom"": 0.84, ""theme"": ""dark"", ""language"": ""en"", ""baseGazeSamples"": 60, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""showBoxes"": false, ""hoverTranslateDebug"": false, ""showGazeCursor"": true, ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": 8, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20, ""sensitivity"": 391, ""currentPdfFile"": ""eye_tracking_validation_simple_2pages.pdf""}",eye_tracking_validation_simple_2pages.pdf,0,on
11367,31,51b38baa-585a-4203-8788-aa11ef7590f0,173,1,current,ρεύμα,en,el,word,deepl,2026-05-25T06:10:50.093Z,"{""zoom"": 0.84, ""theme"": ""dark"", ""language"": ""en"", ""baseGazeSamples"": 60, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""showBoxes"": false, ""hoverTranslateDebug"": false, ""showGazeCursor"": true, ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": 8, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20, ""sensitivity"": 391, ""currentPdfFile"": ""eye_tracking_validation_simple_2pages.pdf""}",eye_tracking_validation_simple_2pages.pdf,0,on
11368,31,51b38baa-585a-4203-8788-aa11ef7590f0,173,1,features,χαρακτηριστικά,en,el,word,deepl,2026-05-25T06:10:50.419Z,"{""zoom"": 0.84, ""theme"": ""dark"", ""language"": ""en"", ""baseGazeSamples"": 60, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""showBoxes"": false, ""hoverTranslateDebug"": false, ""showGazeCursor"": true, ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": 8, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20, ""sensitivity"": 391, ""currentPdfFile"": ""eye_tracking_validation_simple_2pages.pdf""}",eye_tracking_validation_simple_2pages.pdf,0,on
11369,31,51b38baa-585a-4203-8788-aa11ef7590f0,173,1,features,χαρακτηριστικά,en,el,word,deepl,2026-05-25T06:10:50.483Z,"{""zoom"": 0.84, ""theme"": ""dark"", ""language"": ""en"", ""baseGazeSamples"": 60, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""showBoxes"": false, ""hoverTranslateDebug"": false, ""showGazeCursor"": true, ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": 8, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20, ""sensitivity"": 391, ""currentPdfFile"": ""eye_tracking_validation_simple_2pages.pdf""}",eye_tracking_validation_simple_2pages.pdf,0,on
11370,31,51b38baa-585a-4203-8788-aa11ef7590f0,173,1,across,σε όλες,en,el,word,deepl,2026-05-25T06:10:50.631Z,"{""zoom"": 0.84, ""theme"": ""dark"", ""language"": ""en"", ""baseGazeSamples"": 60, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""showBoxes"": false, ""hoverTranslateDebug"": false, ""showGazeCursor"": true, ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": 8, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20, ""sensitivity"": 391, ""currentPdfFile"": ""eye_tracking_validation_simple_2pages.pdf""}",eye_tracking_validation_simple_2pages.pdf,0,on
11371,31,51b38baa-585a-4203-8788-aa11ef7590f0,173,1,current,ρεύμα,en,el,word,deepl,2026-05-25T06:10:50.662Z,"{""zoom"": 0.84, ""theme"": ""dark"", ""language"": ""en"", ""baseGazeSamples"": 60, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""showBoxes"": false, ""hoverTranslateDebug"": false, ""showGazeCursor"": true, ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": 8, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20, ""sensitivity"": 391, ""currentPdfFile"": ""eye_tracking_validation_simple_2pages.pdf""}",eye_tracking_validation_simple_2pages.pdf,0,on
11372,31,51b38baa-585a-4203-8788-aa11ef7590f0,173,1,current,ρεύμα,en,el,word,deepl,2026-05-25T06:10:50.722Z,"{""zoom"": 0.84, ""theme"": ""dark"", ""language"": ""en"", ""baseGazeSamples"": 60, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""showBoxes"": false, ""hoverTranslateDebug"": false, ""showGazeCursor"": true, ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": 8, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20, ""sensitivity"": 391, ""currentPdfFile"": ""eye_tracking_validation_simple_2pages.pdf""}",eye_tracking_validation_simple_2pages.pdf,0,on
11373,31,51b38baa-585a-4203-8788-aa11ef7590f0,173,1,current,ρεύμα,en,el,word,deepl,2026-05-25T06:10:50.767Z,"{""zoom"": 0.84, ""theme"": ""dark"", ""language"": ""en"", ""baseGazeSamples"": 60, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""showBoxes"": false, ""hoverTranslateDebug"": false, ""showGazeCursor"": true, ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": 8, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20, ""sensitivity"": 391, ""currentPdfFile"": ""eye_tracking_validation_simple_2pages.pdf""}",eye_tracking_validation_simple_2pages.pdf,0,on
11374,31,51b38baa-585a-4203-8788-aa11ef7590f0,173,1,drift,μετατόπιση,en,el,word,deepl,2026-05-25T06:10:51.330Z,"{""zoom"": 0.84, ""theme"": ""dark"", ""language"": ""en"", ""baseGazeSamples"": 60, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""showBoxes"": false, ""hoverTranslateDebug"": false, ""showGazeCursor"": true, ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": 8, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20, ""sensitivity"": 391, ""currentPdfFile"": ""eye_tracking_validation_simple_2pages.pdf""}",eye_tracking_validation_simple_2pages.pdf,0,on
11375,31,51b38baa-585a-4203-8788-aa11ef7590f0,173,1,drift,μετατόπιση,en,el,word,deepl,2026-05-25T06:10:52.044Z,"{""zoom"": 0.84, ""theme"": ""dark"", ""language"": ""en"", ""baseGazeSamples"": 60, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""showBoxes"": false, ""hoverTranslateDebug"": false, ""showGazeCursor"": true, ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": 8, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20, ""sensitivity"": 391, ""currentPdfFile"": ""eye_tracking_validation_simple_2pages.pdf""}",eye_tracking_validation_simple_2pages.pdf,0,on
11376,31,51b38baa-585a-4203-8788-aa11ef7590f0,173,1,consistently,με συνέπεια,en,el,word,deepl,2026-05-25T06:10:54.043Z,"{""zoom"": 0.84, ""theme"": ""dark"", ""language"": ""en"", ""baseGazeSamples"": 60, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""showBoxes"": false, ""hoverTranslateDebug"": false, ""showGazeCursor"": true, ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": 8, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20, ""sensitivity"": 391, ""currentPdfFile"": ""eye_tracking_validation_simple_2pages.pdf""}",eye_tracking_validation_simple_2pages.pdf,0,on
11377,31,51b38baa-585a-4203-8788-aa11ef7590f0,173,1,validation,επικύρωση,en,el,word,deepl,2026-05-25T06:10:55.483Z,"{""zoom"": 0.84, ""theme"": ""dark"", ""language"": ""en"", ""baseGazeSamples"": 60, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""showBoxes"": false, ""hoverTranslateDebug"": false, ""showGazeCursor"": true, ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": 8, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20, ""sensitivity"": 391, ""currentPdfFile"": ""eye_tracking_validation_simple_2pages.pdf""}",eye_tracking_validation_simple_2pages.pdf,0,on
11378,31,51b38baa-585a-4203-8788-aa11ef7590f0,173,1,show,δείξει,en,el,word,deepl,2026-05-25T06:10:57.991Z,"{""zoom"": 0.84, ""theme"": ""dark"", ""language"": ""en"", ""baseGazeSamples"": 60, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""showBoxes"": false, ""hoverTranslateDebug"": false, ""showGazeCursor"": true, ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": 8, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20, ""sensitivity"": 391, ""currentPdfFile"": ""eye_tracking_validation_simple_2pages.pdf""}",eye_tracking_validation_simple_2pages.pdf,0,on
11379,31,51b38baa-585a-4203-8788-aa11ef7590f0,173,1,fixations,σταθεροποιήσεις,en,el,word,deepl,2026-05-25T06:10:58.540Z,"{""zoom"": 0.84, ""theme"": ""dark"", ""language"": ""en"", ""baseGazeSamples"": 60, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""showBoxes"": false, ""hoverTranslateDebug"": false, ""showGazeCursor"": true, ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": 8, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20, ""sensitivity"": 391, ""currentPdfFile"": ""eye_tracking_validation_simple_2pages.pdf""}",eye_tracking_validation_simple_2pages.pdf,0,on
11380,31,51b38baa-585a-4203-8788-aa11ef7590f0,173,1,movement,κίνηση,en,el,word,deepl,2026-05-25T06:11:01.581Z,"{""zoom"": 0.84, ""theme"": ""dark"", ""language"": ""en"", ""baseGazeSamples"": 60, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""showBoxes"": false, ""hoverTranslateDebug"": false, ""showGazeCursor"": true, ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": 8, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20, ""sensitivity"": 391, ""currentPdfFile"": ""eye_tracking_validation_simple_2pages.pdf""}",eye_tracking_validation_simple_2pages.pdf,0,on
11381,31,51b38baa-585a-4203-8788-aa11ef7590f0,173,1,wider,ευρύτερο,en,el,word,deepl,2026-05-25T06:11:04.766Z,"{""zoom"": 0.84, ""theme"": ""dark"", ""language"": ""en"", ""baseGazeSamples"": 60, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""showBoxes"": false, ""hoverTranslateDebug"": false, ""showGazeCursor"": true, ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": 8, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20, ""sensitivity"": 391, ""currentPdfFile"": ""eye_tracking_validation_simple_2pages.pdf""}",eye_tracking_validation_simple_2pages.pdf,0,on
11382,31,51b38baa-585a-4203-8788-aa11ef7590f0,173,1,consistently,με συνέπεια,en,el,word,deepl,2026-05-25T06:11:09.011Z,"{""zoom"": 0.84, ""theme"": ""dark"", ""language"": ""en"", ""baseGazeSamples"": 60, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""showBoxes"": false, ""hoverTranslateDebug"": false, ""showGazeCursor"": true, ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": 8, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20, ""sensitivity"": 391, ""currentPdfFile"": ""eye_tracking_validation_simple_2pages.pdf""}",eye_tracking_validation_simple_2pages.pdf,0,on
11383,31,51b38baa-585a-4203-8788-aa11ef7590f0,173,1,across,σε όλες,en,el,word,deepl,2026-05-25T06:11:09.841Z,"{""zoom"": 0.84, ""theme"": ""dark"", ""language"": ""en"", ""baseGazeSamples"": 60, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""showBoxes"": false, ""hoverTranslateDebug"": false, ""showGazeCursor"": true, ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": 8, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20, ""sensitivity"": 391, ""currentPdfFile"": ""eye_tracking_validation_simple_2pages.pdf""}",eye_tracking_validation_simple_2pages.pdf,0,on
11384,31,51b38baa-585a-4203-8788-aa11ef7590f0,173,1,fonts.,γραμματοσειρές.,en,el,word,deepl,2026-05-25T06:11:10.305Z,"{""zoom"": 0.84, ""theme"": ""dark"", ""language"": ""en"", ""baseGazeSamples"": 60, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""showBoxes"": false, ""hoverTranslateDebug"": false, ""showGazeCursor"": true, ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": 8, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20, ""sensitivity"": 391, ""currentPdfFile"": ""eye_tracking_validation_simple_2pages.pdf""}",eye_tracking_validation_simple_2pages.pdf,0,on
11385,31,51b38baa-585a-4203-8788-aa11ef7590f0,173,1,stable,σταθερές,en,el,word,deepl,2026-05-25T06:11:11.405Z,"{""zoom"": 0.84, ""theme"": ""dark"", ""language"": ""en"", ""baseGazeSamples"": 60, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""showBoxes"": false, ""hoverTranslateDebug"": false, ""showGazeCursor"": true, ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": 8, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20, ""sensitivity"": 391, ""currentPdfFile"": ""eye_tracking_validation_simple_2pages.pdf""}",eye_tracking_validation_simple_2pages.pdf,0,on
11386,31,51b38baa-585a-4203-8788-aa11ef7590f0,173,1,fonts.,γραμματοσειρές.,en,el,word,deepl,2026-05-25T06:11:12.356Z,"{""zoom"": 0.84, ""theme"": ""dark"", ""language"": ""en"", ""baseGazeSamples"": 60, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""showBoxes"": false, ""hoverTranslateDebug"": false, ""showGazeCursor"": true, ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": 8, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20, ""sensitivity"": 391, ""currentPdfFile"": ""eye_tracking_validation_simple_2pages.pdf""}",eye_tracking_validation_simple_2pages.pdf,0,on
11387,31,51b38baa-585a-4203-8788-aa11ef7590f0,173,1,across,σε όλες,en,el,word,deepl,2026-05-25T06:11:12.470Z,"{""zoom"": 0.84, ""theme"": ""dark"", ""language"": ""en"", ""baseGazeSamples"": 60, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""showBoxes"": false, ""hoverTranslateDebug"": false, ""showGazeCursor"": true, ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": 8, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20, ""sensitivity"": 391, ""currentPdfFile"": ""eye_tracking_validation_simple_2pages.pdf""}",eye_tracking_validation_simple_2pages.pdf,0,on
11388,31,51b38baa-585a-4203-8788-aa11ef7590f0,173,1,fonts.,γραμματοσειρές.,en,el,word,deepl,2026-05-25T06:11:12.518Z,"{""zoom"": 0.84, ""theme"": ""dark"", ""language"": ""en"", ""baseGazeSamples"": 60, ""translationMode"": ""word"", ""translationOutputMode"": ""on"", ""showBoxes"": false, ""hoverTranslateDebug"": false, ""showGazeCursor"": true, ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": 8, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20, ""sensitivity"": 391, ""currentPdfFile"": ""eye_tracking_validation_simple_2pages.pdf""}",eye_tracking_validation_simple_2pages.pdf,0,on
